Price,Close,High,Low,Open,Volume
Ticker,XTR,XTR,XTR,XTR,XTR
Date,,,,,
2021-09-07,18.524072647094727,18.65201098466606,18.524072647094727,18.65201098466606,500
2021-09-08,18.491073608398438,18.491073608398438,18.491073608398438,18.491073608398438,200
2021-09-09,18.421045303344727,18.421045303344727,18.421045303344727,18.421045303344727,100
2021-09-10,18.280986785888672,18.280986785888672,18.280986785888672,18.280986785888672,200
2021-09-13,18.30792236328125,18.30792236328125,18.261461800867565,18.261461800867565,400
2021-09-14,18.212305068969727,18.212305068969727,18.212305068969727,18.212305068969727,500
2021-09-15,18.36246681213379,18.38940045525336,18.24126220727566,18.26819585039523,1400
2021-09-16,18.33620262145996,18.33620262145996,18.33620262145996,18.33620262145996,100
2021-09-17,18.20018196105957,18.261458519317653,18.194122503033924,18.19748872590065,6400
2021-09-20,17.973264694213867,18.180659261506204,17.958451255238693,18.180659261506204,900
2021-09-21,17.94969367980957,18.012316215468793,17.94969367980957,18.012316215468793,1300
2021-09-22,18.065513610839844,18.072920329591962,18.04598540577205,18.066186598636985,1000
2021-09-23,18.20220375061035,18.208264493477156,18.20220375061035,18.208264493477156,400
2021-09-24,18.208938598632812,18.214325069737537,18.208938598632812,18.214325069737537,400
2021-09-27,18.153722763061523,18.212306094681423,18.153722763061523,18.212306094681423,100
2021-09-28,17.88842010498047,17.88842010498047,17.88842010498047,17.88842010498047,100
2021-09-29,17.89851951599121,17.89851951599121,17.89851951599121,17.89851951599121,100
2021-09-30,17.75105094909668,17.823773429061685,17.75105094909668,17.823773429061685,200
2021-10-01,17.87832260131836,17.87832260131836,17.87832260131836,17.87832260131836,200
2021-10-04,17.67765998840332,17.67765998840332,17.67765998840332,17.67765998840332,100
2021-10-05,17.819738388061523,17.819738388061523,17.819738388061523,17.819738388061523,100
2021-10-06,17.86754608154297,17.86754608154297,17.675639243926568,17.675639243926568,200
2021-10-07,17.979324340820312,18.093122214957617,17.979324340820312,18.093122214957617,200
2021-10-08,17.946327209472656,17.946327209472656,17.946327209472656,17.946327209472656,100
2021-10-11,17.841957092285156,18.02578420967473,17.841957092285156,18.02578420967473,20200
2021-10-12,17.7894344329834,17.823774786150018,17.7894344329834,17.823774786150018,3700
2021-10-13,17.79347801208496,17.83724662540268,17.709308293419795,17.709308293419795,2100
2021-10-14,18.06484031677246,18.06484031677246,18.06484031677246,18.06484031677246,100
2021-10-15,18.187393188476562,18.187393188476562,18.187393188476562,18.187393188476562,0
2021-10-18,18.239912033081055,18.239912033081055,18.239912033081055,18.239912033081055,0
2021-10-19,18.34967041015625,18.35573115349418,18.342263691184044,18.342263691184044,2400
2021-10-20,18.40757942199707,18.42980086318288,18.4055591742231,18.42980086318288,800
2021-10-21,18.46077537536621,18.46077537536621,18.46077537536621,18.46077537536621,100
2021-10-22,18.45942497253418,18.45942497253418,18.417003628621988,18.417003628621988,100
2021-10-25,18.518007278442383,18.53080175116828,18.518007278442383,18.53080175116828,400
2021-10-26,18.59544563293457,18.6385412550329,18.56447149739157,18.56447149739157,2600
2021-10-27,18.489051818847656,18.581975489976053,18.489051818847656,18.581975489976053,900
2021-10-28,18.63652229309082,18.63652229309082,18.631808809436727,18.631808809436727,200
2021-10-29,18.68567657470703,18.68567657470703,18.598140636938812,18.658068661825514,800
2021-11-01,18.705202102661133,18.712610105528448,18.6991426440051,18.6991426440051,3300
2021-11-02,18.76243782043457,18.785332247729745,18.746277123774906,18.785332247729745,1300
2021-11-03,18.884315490722656,18.884315490722656,18.759744684127284,18.77321086114163,1900
2021-11-04,18.954343795776367,18.955016783511304,18.894414494845588,18.894414494845588,400
2021-11-05,19.03582000732422,19.069487374207007,19.03582000732422,19.056019913722803,400
2021-11-08,19.0587158203125,19.076222492753864,19.0587158203125,19.076222492753864,100
2021-11-09,18.990034103393555,19.00215430597977,18.990034103393555,19.00215430597977,100
2021-11-10,18.880949020385742,18.971851172435766,18.814285986644233,18.934817580721358,1600
2021-11-11,18.84391212463379,18.88700645455227,18.84391212463379,18.88700645455227,300
2021-11-12,18.967140197753906,18.967140197753906,18.967140197753906,18.967140197753906,100
2021-11-15,18.954343795776367,18.954343795776367,18.954343795776367,18.954343795776367,100
2021-11-16,19.048614501953125,19.095749332552238,19.048614501953125,19.095749332552238,100
2021-11-17,19.01023292541504,19.076221685739636,19.01023292541504,19.076221685739636,100
2021-11-18,19.067468643188477,19.067468643188477,19.067468643188477,19.067468643188477,300
2021-11-19,19.037841796875,19.042555279993486,19.037841796875,19.042555279993486,100
2021-11-22,19.00417709350586,19.150296384881887,19.00417709350586,19.150296384881887,200
2021-11-23,19.00754165649414,19.00754165649414,19.00754165649414,19.00754165649414,200
2021-11-24,19.051984786987305,19.051984786987305,19.051984786987305,19.051984786987305,100
2021-11-26,18.67827033996582,18.685677059249237,18.67827033996582,18.685677059249237,100
2021-11-29,18.889028549194336,18.889028549194336,18.75368351970181,18.75368351970181,400
2021-11-30,18.57120704650879,18.78668132511066,18.497137281616393,18.78668132511066,2400
2021-12-01,18.375930786132812,18.375930786132812,18.375930786132812,18.375930786132812,100
2021-12-02,18.55706787109375,18.637871373289382,18.55706787109375,18.637871373289382,2100
2021-12-03,18.42912483215332,18.42912483215332,18.42912483215332,18.42912483215332,100
2021-12-06,18.633827209472656,18.6520081544292,18.633827209472656,18.6520081544292,2000
2021-12-07,18.97926139831543,19.029089469272535,18.962426427722196,19.029089469272535,700
2021-12-08,19.049962997436523,19.049962997436523,18.941551595699018,18.942225867842602,6500
2021-12-09,18.906536102294922,18.91529008081135,18.901149631359196,18.91529008081135,700
2021-12-10,19.08295440673828,19.08295440673828,19.002150929972874,19.002150929972874,300
2021-12-13,18.923370361328125,19.015619773197404,18.923370361328125,19.015619773197404,700
2021-12-14,18.75974464416504,18.81361320509108,18.75974464416504,18.81361320509108,100
2021-12-15,19.067468643188477,19.067468643188477,18.98868669017836,18.98868669017836,200
2021-12-16,18.926738739013672,18.968487102770762,18.926738739013672,18.961753371423367,1600
2021-12-17,18.746952056884766,18.746952056884766,18.746952056884766,18.746952056884766,0
2021-12-20,18.568510055541992,18.568510055541992,18.524741450199866,18.524741450199866,400
2021-12-21,18.801494598388672,18.801494598388672,18.685676476193663,18.69241020742155,800
2021-12-22,18.938182830810547,18.938182830810547,18.86815357753955,18.901147956671196,500
2021-12-23,19.058042526245117,19.07622347172219,19.008887445272798,19.042556100661436,1600
2021-12-27,19.253313064575195,19.253313064575195,19.17048934460381,19.17048934460381,200
2021-12-28,19.23042106628418,19.23042106628418,19.23042106628418,19.23042106628418,100
2021-12-29,19.26207160949707,19.26207160949707,19.190695084733523,19.22099623360885,1900
2021-12-30,19.192495346069336,19.28824767641794,19.192495346069336,19.28824767641794,400
2021-12-31,19.1422061920166,19.212470021583215,19.1422061920166,19.20558120473826,5100
2022-01-03,19.221426010131836,19.221426010131836,19.15736119467306,19.15736119467306,400
2022-01-04,19.237960815429688,19.260004243627815,19.171829216927687,19.260004243627815,300
2022-01-05,18.932790756225586,19.005811165167227,18.932790756225586,19.005811165167227,400
2022-01-06,18.88939094543457,18.950700492193956,18.88939094543457,18.950700492193956,100
